Stimulation_Day5_Donor1_IL-15	Stimulation_Day5_Donor1_Mabkine	Stimulation_Day5_Donor2_IL-15	Stimulation_Day5_Donor2_Mabkine	Stimulation_Day5_Donor3_IL-15	Stimulation_Day5_Donor3_Mabkine
SEMA4D	49.33215	37.70169	41.53962	40.98877	51.1163	68.33274
SEMA4F	1.96885585	1.277036	2.748416	1.43453826524	3.189223	2.4558600113063
SEMA4G	0.0982208	0.184568	0.2758935	0.2087666	0.288432	0.319238
SEMA5A	0.379271	0.176559	0.464327	0.344253	0.578978	0.386798
SEMA5B	0.0854035	0.0353953	0.2230148	0.1472121	0.0889469	0.0448443212998
SEMA6A	0.405319	0.214712	0.645571	0.25506	0.411701	0.204877
SEMA6B	0.0795126	0.0445976	0.189872	0.144068	0.155697	0.258411
SEMA6C	0.187497	0.180280524	0.2192947101	0.109196	0.157344823	0.470075
SEMA6D	0.027349156542	0.07871030619	0.2796557	0.07642038812	0.1884970038	0.363443
SEMA7A	0.99604	0.90204041816	0.6369734394	1.24767	0.58650839987	1.537376629877
SEMG1	0.0659161	0	0	0	0	0.1286
SEMG2	0.0545599	0	0	0	0.160095	0
SENP1	5.09305	4.29320300178051	7.24878	5.080665	7.52775	9.55867
SENP2	3.95705	3.7453	5.36432	4.18924	7.84351	7.45953
SENP3	0.726362	0.851631	0.859355	0.80057	0.794632	0.99987
SENP3-EIF4A1	0.000235881	0.151168	0.313041	0.29497	0	0.000462923
SENP5	13.2624	11.9646	13.3809	10.7764	16.6376	16.1892
SENP6	1.90827521	2.455171	2.81164000873373	2.472317	4.44483	4.93894
SENP7	6.99397	6.25601	8.81688	6.23948	10.23248	12.01105
SENP8	0.718978987132	0.54959288623	1.95148865402	0.810636	2.364336341	3.3315856664
SEP15	33.997908	32.734628	38.47053	30.33399	47.8396	47.69148
SEPHS1	8.993533	7.737978	9.858825	10.205552	11.13151	13.351509
SEPHS2	16.4553	15.9066	13.4508	21.1348	18.0827	17.4734
SEPN1	1.05142	0.644791	1.45932	0.860122	1.25606	1.35034
SEPP1	0.0600778	0.1211193	0.347936	0.0838301	0.282443	0.527972
SEPSECS	1.1451	0.770638	1.41711	0.9586	1.46186	2.59231
SEPT1	289.046	271.837	278.189	294.141	270.342	290.87
SEPT10	0.0991527	0.151147	0.183785	0.244087	0.58233	0.0700726
SEPT11	18.1039	16.8579	12.568	16.3947	14.4026	19.0723
SEPT12	0.0804579	0.0676863	0.296167	0.0546057	0	0
SEPT14	1.27448	1.05902	1.41814	0.896142	2.12345	2.34853
SEPT2	72.44875	69.92588	101.34129	81.74623	88.13571	112.53377
SEPT3	0.0863963	0.264319	0.22089484	0.109031	0.255018	0.135769
SEPT4	0.3938423	0.300082	1.050334	0.440219	1.44416700168887	0.481046
SEPT5	0.0777613	0	0.1241565	0.071833	0	0
SEPT5-GP1BB	0.0640855	0.0457838	0.154855	0.5453274	0.239972	0.0530364
SEPT6	89.07926	69.84542	69.4973331914	45.15996	63.58463	58.13684
SEPT7	60.553969	47.758218	74.04132	48.553009	85.791796	80.7151
SEPT7L	1.29045	0	1.08043	0.961847	0.6061	0.847729
SEPT7P2	4.15965	3.49062	5.97791	3.92379	6.45404	4.89759
SEPT8	3.944692448	3.42385598	4.33308180235	3.08079	4.15819	4.2880570266346
SEPT9	38.112022	25.61091	27.123725	29.003626	25.85082	25.97661
SEPW1	229.106	183.087	191.927	167.374	178.371	165.006
SERAC1	1.46843	1.451158	1.772	0.958014	2.036063	1.67486
SERBP1	65.73655	77.04086	61.12632	82.66623	60.32893	92.75921
SERF1A	0.0010849471902	0.00277516758	0.0006380456574	9.33397000929312	0.00731926876	19.3605
SERF1B	7.44571	7.535738	12.32651	0.357565695843083	18.046396	0.01609862
SERF2	390.21984	371.321481	313.105018	288.71194	309.9684	246.97141
SERF2-C15ORF63	15.8712	15.2334	18.4797	14.3363	14.1475	11.9699
SERGEF	16.9163	13.4198	16.0646	16.8207	22.9886	17.5168
SERHL	0	0	0.605099	0	0	0
SERHL2	0.672435	0.564191	0.902454	0.836364	1.48643	0.738783
SERINC1	18.1748	16.6382	21.6165	16.555	28.4121	30.4398
SERINC2	0.039364	0	0.0552638	0.244596	0.114933	0.58571
SERINC3	34.3463	27.4364	40.4791	30.0908	49.1423	38.76056
SERINC4	0.171529	0.233259	0.662478	0.0942575	0.923058	0.52859
SERINC5	2.439434	1.728466	3.48491	2.5484	4.07834	5.97414
SERP1	44.6063	42.586	46.079	37.908	53.3181	50.9105
SERP2	1.54563	0.910098	0.471955	1.57104	1.05453	1.20734
SERPINA1	0.0296988	0.0499728	0.0673658766856	0.111828602201	0	0.064201236982
SERPINA10	0.768838	0.384458	0.94364	0.401387	1.347793	1.8982
SERPINA11	0	0	0.153919	0.102298	0	0.44111
SERPINA12	0	0.0440229	0.053493	0.177675	0	0
SERPINA13P	0	0.214133	0.0650186	0.0432019	0	0.74485
SERPINA3	0	0	0.0707036	0.046985	0	0
SERPINA4	0.0660023	0	0	0.134426	0.0645309	0.128769
SERPINA5	0.0457823	0	0.140446	0.0310946	0.0895872	0
SERPINA6	0	0	0	0.100723	0	0.144767
SERPINA7	0	0.0579889	0	0	0	0
SERPINA9	0	0	0	0.0486146	0	0
SERPINB1	47.018694	36.846676	43.54641	38.202701	40.66381	42.75526
SERPINB10	0.0949819	0	0	0.0644433	0.185539	0.370755
SERPINB11	0.0631552	0	0	0.0857565	0	0
SERPINB12	0	0	0.0947908	0	0.362917	0.181282
SERPINB13	0.0331268	0.0278703	0.067785	0.157536	0.0972775	0.193805
SERPINB2	0.0568312	0	0.058086	0	0.333493	0.38721
SERPINB3	0	0	0	0.249936	0.119989	0
SERPINB4	0.0635925	0	0	0	0.0621801	0
SERPINB5	0	0.0339616	0.0412877	0.0274199	0	0
SERPINB6	32.29712	19.269916	36.1024	27.850156	40.23784	29.88034
SERPINB7	0.05548890272402	0.0466826	0	0.0371696	0	0.1082430167472
SERPINB8	1.687261	2.667868	2.1161013	4.264711	3.1867020003146	4.045316
SERPINB9	16.5133	11.4081	19.1134	12.1039	16.6799	19.0508
SERPINC1	0	0	0.0702715	0.18679	0.134497	0.13421
SERPIND1	0.773162	0.691118	1.58104	0.656363	2.60011	1.41381
SERPINE1	0.81216800930967	0.668027167059	1.62508000314427	0.933339153441	1.602720645077	1.6133100646775
SERPINE2	20.982317	18.78868	15.54579	27.9264433	19.29282	33.80575
SERPINE3	0.154163	0.129692	0.163681	0	0.309454	0.313372
SERPINF1	0.360128	0.484746	1.17709	0.733372	0.844859	0.421593
SERPINF2	0.0515004	0	0.355377	0.2575	0.14524223259	0.200914
SERPING1	0	0.100962	0.122642	0.325933	0.234716	0.46823
SERPINH1	1.64794	0.984287	3.12933	1.59889	2.85603	2.57143
SERPINI1	1.69831	1.2639	2.93645	1.289313	3.262458	3.82306
SERPINI2	0.0652772	0	0.0666944	0.0837181	0	0.509412
SERTAD1	32.3694	23.5894	28.7105	27.0061	32.4437	33.2404
SERTAD2	2.21903	1.58456	1.79447	1.96419	2.35581	2.61776
SERTAD3	6.147548	3.202088	5.582296	3.49108	7.16343	4.47805
SERTAD4	0.161413	0	0	0.146148	0.263138	0.104954
SERTAD4-AS1	0	0.126908	0	0	0	0
SERTM1	0	0	0.0336064	0.022315	0	0
SESN1	17.823078	15.5983	32.458454	18.094106	45.8458	41.235235
SESN2	13.7073	14.4841	11.6834	32.1406	13.6808	19.0761
SESN3	0.0867844	0.027381	0.1347300798528	0.1186223	0.1503580494	0.0634469
SESTD1	0.460195	0.436614	0.66183	0.598967	0.393277	0.57266
SET	276.63642	282.29748	273.46897	275.25994	265.17326	284.8651
SETBP1	1.760685	1.701168	3.26016	2.185185	4.53021	3.97282
SETD1A	1.6793	1.41287	1.27725	1.29344	1.50378	1.99566
SETD1B	1.56585	1.70738	1.9498	1.38777	2.09828	2.02705
SETD2	4.42904	3.79803	7.63807	5.698	9.32071	10.5563
SETD3	25.37663	20.84707	35.04723	22.79245	40.55604	34.22358
SETD4	5.222048	4.9380002	6.7137155084	4.2122452256	8.02263	10.168927
SETD5	7.3317	5.55925	9.06706	6.81801	12.1163	9.17666
SETD5-AS1	7.76831	5.1104	10.1632	6.9404	12.7381	12.6833
SETD6	2.134264	2.44132	2.45214	1.88016	3.25278	2.83989
SETD7	0.190843	0.20997	0.165346	1.18728	0.316338	1.25935
SETD8	9.98437	7.45947	9.58189	8.51055	11.2426	8.49561
SETD9	1.75332	1.186665	1.464773	1.406332	2.119806	3.15481
SETDB1	5.660052	4.452527	7.37293	5.616969	7.564705	8.262881
SETDB2	1.9562264	1.656043	2.64648	2.118041	2.8127587	5.690469
SETMAR	7.904501	5.614235	8.861781	8.66209	11.646635	11.23707
SETX	7.73992	5.35639	10.5312	5.90429	15.9833	12.3753
SEZ6	0.569272	0.501094	1.26661	0.59090499	1.553143	1.30308
SEZ6L	0.0487592	0	0.0332712	0.117824422	0.0318368	0.0950654
SEZ6L2	0.0655018	0.0551081	0.234559	0.15575	0.093363406673	0.247993201711
SF1	16.99375	13.058075	17.464736	14.828042	17.039611	17.76546
SF3A1	7.82461	6.814067	8.52612	8.31372	8.73556	9.645238
SF3A2	2.92512	2.40492	2.98847	2.97874	2.33989	2.59403
SF3A3	34.6869	31.3336	37.6838	42.1708	35.8359	51.5532
SF3B1	45.74799	39.320167	67.3513	47.16261	84.202	84.51402
SF3B14	70.6493	57.4382	55.5293	61.2277	65.4706	70.8334
SF3B2	80.2747	71.1656	77.9675	76.732	82.216	86.9741
SF3B3	20.0816	16.4006	20.2308	17.0329	24.8301	29.4716
SF3B4	17.9527	18.252	24.616	22.0616	20.0531	29.2008
SF3B5	93.5945	101.702	95.8922	106.381	104.165	112.542
SFI1	18.270999128	17.37032356853	24.66374	19.1560959962	23.50213	27.36425
SFMBT1	5.90954	5.12548	9.17831	6.32574	6.72498	8.67549
SFMBT2	5.782888	4.714613	7.03665	5.590983	7.699474	6.58912
SFN	0.26177	0.435983	0.583348	0.117781	0.759795	0.168186
SFPQ	20.2555	14.8462	17.3157	19.3114	19.9605	18.8804
SFR1	8.17718	5.02609	8.29758	7.223004	11.31319	11.33004
SFRP1	0.0698866	0	0.11922	0.0633178	0.0912422	0.0454236
SFRP2	0.0543252	0.0457036	0.0555306	0.0368901	0.159408	0
SFRP4	0.0355391	0	0.0727137	0.0482855	0.0695683	0
SFRP5	0.115284	0.0484937	0.117825	0.0391396	0.0563735	0.112445
SFSWAP	11.220354	7.965291	12.2963	8.874874	13.7935	14.1505
SFT2D1	86.2911	66.661	84.0617	65.5254	82.7976	78.6313
SFT2D2	20.7447	16.2791	31.6215	24.1598	31.3633	31.8108
SFT2D3	0.753737	0.634131	1.38782	0.870421	1.65976	1.69047
SFTA1P	0	0	1.64313	0.729597	1.04916	1.75361
SFTA2	0	0	0.315192	0.210595	0	0
SFTA3	0	0	0.152221	0.101168	0.145679	0.145408
SFTPA1	0.0521383	0	0.081689953	0.14220607	0.142985	0.155885
SFTPA2	0	0	0.0735112	0.0662696	0	0.140233
SFTPB	0.807821	0.904569	1.66277	1.056873	1.25187	1.810719
SFTPC	0	0	0.24384773038	0.08111078557	0.1167232435	0.46704007315
SFTPD	0.0876478	0	0.268395	0.118953	0	0
SFXN1	43.4198	76.5374	34.2308	75.5592	35.9922	80.6687
SFXN2	4.24073	3.62037	5.81218	5.46717	6.3997	9.78606
SFXN3	8.92468	8.79482	10.3853	6.3313	12.8891	10.8067
SFXN4	11.7282	10.4071	16.2402	15.4289	15.3074	25.2369
SFXN5	4.66115	3.75199	4.51265	4.96472	5.27921	7.07461
SGCA	0	0.0652444	0	0.0736323	0.15159	0.302661
SGCB	0.832201	0.413331	1.03944	1.33685	0.808856	1.94901
SGCD	0.140057	0.058913389	0.086102106	0.028571815	0.2053726	0.136630899
SGCE	0.531334	0	0.211118	0.242823	0.420703	0.903543
SGCG	0	0	0	0.0899692	0.0647842	0.258552
SGCZ	0.0986748	0	0	0.0670132	0	0.19247
SGIP1	0.0221368	0	0.0679775	0.0300849	0.0650305	0.0431635
SGK1	1.927914	3.475582	1.815141	4.285616	1.861564	2.81492
SGK110	0	0.0746407	0.271683	0.361238	0.260034	0
SGK196	2.86226	3.17596	4.62796	3.07466	5.67305	5.28277
SGK2	0	0.047781578	0.387798	0.038565735	0.05554674	0
SGK223	1.10087	0.585961	0.873865	0.900721	2.26595	1.97131
SGK3	3.290121	2.06976	4.040725	3.144609	6.10622	8.616291
SGK494	2.7337	2.16807	4.19164	2.99204	4.35834	5.59326
SGMS1	2.59349	2.20544	3.85263	3.71371	5.16008	6.03614
SGMS2	0.104048	0.11672	0.17188100119504	0.1703795	0.203806	0
SGOL1	12.19407082	11.7707421	13.08489484	14.0183156	18.3396852	17.23702411
SGOL1-AS1	1.5151	0.961631	2.96593	0.68086	2.73776	2.49779
SGOL2	11.2860472792	8.13018000090138	11.32075903312	9.90804188617	11.14789	16.32343
SGPL1	16.2791	15.601	20.5525	17.485	21.4957	20.6151
SGPP1	1.55783	0.69544	1.13852	1.14476	2.39633	2.60393
SGPP2	0.188898	0.15891	0.0963795	0.192248	0	0
SGSH	0.880928	0.418905	1.99807	0.4423	4.9104	2.9879
SGSM1	0.687929	0.246912	0.830551	0.459609	1.32029200059119	1.12874
SGSM2	8.434	6.3297	6.86829	6.14169	7.22428	10.762337
SGSM3	47.8506	39.9603	38.5036	38.0282	31.5458	44.1088
SGTA	38.9832	44.3126	43.2192	51.6024	47.4609	60.1609
SGTB	2.02785	1.59313	2.50192	2.32403	2.7441	2.88099
SH2B1	2.297823	1.709202	2.568454	1.727398	3.16913	3.767702
SH2B2	0.114565	0.0963824	0.117092	0.155583	0	0.335231
SH2B3	11.2917	7.72083	12.882	10.1277	15.234	15.3601
SH2D1A	47.157139	40.279438	115.51311	60.03977	101.02824	74.137
SH2D1B	34.9964	17.9556	63.4627	20.375	99.6523	69.157
SH2D2A	44.795037	47.298155	63.14789	54.51826	66.539798	50.16576
SH2D3A	1.54709	1.68201	1.96346	1.61455	2.27995	1.0624
SH2D3C	38.93714365223	29.1300726927	43.870016	34.4439715989	46.4246944394	37.13075
SH2D4A	0.0700675	0.176848	0.099431	0.272977	0.0634185	0.252687
SH2D4B	0.0601939	0.0661845	0.134181	0.163585	0.154041	0.2206761
SH2D5	0.0282615	0.142663	0.0837438	0.240934	0.0276682	0.15957
SH2D6	0.132298	0.111289	0.269568	0	0	0.258334
SH2D7	0	0.192984	0.234449	0.0389399	0.112172	0.559353
SH3BGR	0.349317	0.154998	0.712245	0.236898	0	0.45464
SH3BGRL	19.9264	11.924	24.5941	13.7804	31.4117	27.6469
SH3BGRL2	0.0447442	0	0.0915992	0.0760113	0.0438141	0.218112
SH3BGRL3	3850.37	3861.66	2697.49	4078.23	1775.1	2816.22
SH3BP1	5.65922	4.27463	3.71785	3.81595	5.05281	3.38373
SH3BP2	6.0936300002741	5.106771	7.48007300023166	5.0081800127745	8.95374454841	7.679558
SH3BP4	0.0599831	0.0672881	0.020468	0.0951105	0.0783215	0.0779699
SH3BP5	6.08875	2.129531	10.38621	2.051165	24.50884	9.18104
SH3BP5-AS1	0.651591	0.446994	1.76848	0.460715	1.86111	1.32349
SH3BP5L	1.92009	1.58757	1.55804	1.88919	2.62477	2.45325
SH3D19	0.0248545	0.0209109	0.178066	0.1221801	0.121678	0.145393
SH3D21	1.01272	0.464731	1.554166	1.437536	0.900763	0.71828
SH3GL1	7.08472	6.41257	7.24361	8.142443	6.69197	6.45851
SH3GL1P1	1.05849	0.750689	0.80886	0.716185	0.711723	1.05664
SH3GL1P2	0.265596	0.0755359	0.507272	0.444899	0.459187	0.192774
SH3GL2	0.038891	0	0.0397802	0.026418	0.190302	0.151697
SH3GL3	0	0	0.066351707	0	0.12698565	0
SH3GLB1	12.991506	11.69366	18.946164	16.500478	22.938773	22.178282
SH3GLB2	8.77467	8.11572	9.47069	9.69646	8.58254	8.39881
SH3KBP1	21.393154	21.023952	32.896043	22.457855	50.362579	39.30961
SH3PXD2A	0.833273	0.52393	0.865909	0.432866	0.967642	1.27121
SH3PXD2B	0.0264231	0.022231	0.0676424	0.0808131	0.0776467	0.180303
SH3RF1	0.511551	0.811116	0.825799	0.82896	0.346822	1.22759
SH3RF2	0	0.0291812	0	0.0471259	0	0.0676416
SH3RF3	0.0194317	0.0337632	0.0403593	0.0384688	0.0384686	0.287675
SH3RF3-AS1	0.343045	0.350123	0.546516	0.516626	0.257917	0.599291
SH3TC1	3.40039	3.08726	5.20791	3.87304	9.05422	10.2081
SH3TC2	0.230238	0.179801	0.325474	0.268824	0.368571	0.498157
SH3YL1	2.223293	0.820363	4.38545	2.039999	8.96093	3.2105096
SHANK1	0.0620481	0.0783057	0.0794128	0.105422	0.060773	0.181461
SHANK2	0.0231716	0.0247092	0.0830519	0.0532312	0.1021436	0.0954248
SHANK2-AS1	1.18642	0.870795	1.54161	1.14559	2.32879	3.58674
SHANK2-AS3	6.77679	5.33111	8.59972	6.85352	11.2385	10.8538
SHANK3	0.0291824	0.122762	0.134463	0.0991661	0.114334	0.170687
SHARPIN	15.68928	16.72907	16.18611	16.64471	17.02656	15.17438
SHB	0.0685998	0.0721449	0.280934	0.198135	0.167966	0.167188
SHBG	0	0	0.562479	0.219018	0.105078	0.721806
SHC1	17.421573	18.111768	25.188683	19.735377	29.426732	30.44899
SHC2	0.0854825	0	0.218556	0.058062	0.250936	0.166723
SHC3	0.0209645	0.0264577	0.0322048	0.021374	0.0718806	0.102178
SHC4	0.0228271	0.0768209	0.14019	0.12409	0.0670566	0.667647
SHCBP1	21.1061	24.7445	22.9462	23.2079	24.4813	34.6715
SHCBP1L	0	0.0760688	0.138689	0.0307053	0.1327	0.0881769
SHD	0.0413082	0.104259	0	0.140292	0.0404225	0.241695
SHE	0.905886	0.738099	1.63042	0.723938	2.02298	1.55335
SHF	0.213165	0.286941	0.566811	0.434364	0.584038	1.74616
SHFM1	146.583	169.591	116.503	194.706	135.327	180.232
SHH	0.139766	0.0587911	0.214159	0.189757	0.0683158	0
SHISA2	1.77225	2.04852	2.81891	2.19043	4.16012	5.08127
SHISA3	0	0.184701	0.561025	0.149082	0.590518	0.321197
SHISA4	0.331745	0.3414226	1.103552	0.2754378	2.53815	1.42551
SHISA5	141.0842039673	108.598126001097	201.74162	136.065329796	206.846768434	161.78758
SHISA6	0.04249690289978	0.0119182131287	0.08702900117475	0.0385098288983	0.0407517	0.02761800585565
SHISA7	0.0171093	0.0575791	0.157651	0.104646	0.100541	0.0667168
SHISA8	0	0.0666775	0.404655	0.0537931	0.0774554	0
SHISA9	9.837013	6.318897	17.564973	13.368678	19.44798	26.533082
SHKBP1	108.501	87.1368	123.803	110.416	119.341	111.632
SHMT1	26.20459	23.32269	23.75115	16.64701	21.6674	22.1518
SHMT2	306.89343	436.29369	230.15510462	633.970945008192	194.08937002265	366.723220027214
SHOC2	5.16155	4.34257	6.28466	5.46742	10.444	11.7165
SHOX	6.40965	6.80677	8.63047	7.15676	9.62318	11.24352
SHOX2	0.0338482127062	0	0	0.0229948744854	0.19878732894	0
SHPK	3.97538	3.67224	4.77647	4.35656	6.53158	5.80227
SHPRH	2.81647	1.667814	2.75579	1.780600333427	4.056396	2.941326
SHQ1	10.2971	6.88048	9.73477	8.56055	11.1693	12.9046
SHROOM1	0.759923	0.771075	1.24834	1.021905	0.667514	1.23639
SHROOM2	0.0552449	0.0697201	0.0707108	0.0469334	0.0405847	0
SHROOM3	0.338774	0.217093	0.556289	0.268647	0.538868	0.670182
SHROOM4	0.494755	0.2813108	0.6972999	0.4676691	0.9631113	0.732233
SI	0.0858956	0.0144535	0.211059	0.256846	0.319677	0.502419
SIAE	1.102042	0.798776	0.944188	1.15657	2.068152	1.843365
SIAH1	3.88654	2.82274	3.005639	5.54145	2.756427	5.63992
SIAH2	1.17677	1.87764	1.16208	2.09479	0.992728	2.05765
SIAH3	0.351699	0.464237	0.551857	0.395585	0.894014	0.473183
SIDT1	3.16977	3.15956	7.36959	3.16135	10.4673	8.58636
SIDT2	2.10591	1.69673	3.02054	2.47855	2.59732	2.68933
SIGIRR	80.15049	60.1255	78.30922	60.9808	79.99114	52.58627
SIGLEC1	0.061323	0.0515938	0.0941825	0.145867	0.135142	0.17934
SIGLEC10	4.306539	2.946589	7.975523	4.19415954253	11.1791547519	6.347268
SIGLEC11	1.28743	0.773949	1.960268	1.40885	1.86746	1.95628
SIGLEC12	1.258384	0.681427	0.835792	0.446924	0.445692	1.350239
SIGLEC14	0.961049	0.266099	1.71726	0.759359	1.06897	0.792385
SIGLEC15	0	0.125262	0.459336	0.251678	0.290294	0.726789
SIGLEC16	2.07666	1.23238	2.79004	1.96218	3.73233	4.11391
SIGLEC17P	7.237975	2.263599	5.22185	0.976625	4.606785	0.853541
SIGLEC5	6.94175	5.50336	4.81649	3.80519	0.0464817	0.113243
SIGLEC6	1.004047	0.393557	0.369164	0.0384817	0	0.107357
SIGLEC7	9.87875	4.614085	13.354183	3.312282	23.81937	10.55876
SIGLEC8	2.36082	1.85027	2.89459	2.44756	4.10003	4.92846
SIGLEC9	1.506012	0.289155	3.01363	0.68762	7.587897	1.141459
SIGLECL1	0.0641172	0	0.131025	0.087061	0.188076	0
SIGMAR1	37.27304	51.14555	40.16891	39.932887	35.85561	53.75928
SIK1	0.419771	0.130115	0.248761	0.285244	0.41105	0.473864
SIK2	1.2383	1.17972	1.71517	1.42316	2.12229	2.34337
SIK3	1.41194	0.558182	1.07983	1.01735	1.43284	1.39303
SIKE1	4.14932	4.436129	5.73019	4.850568	7.547398	9.899299
SIL1	15.79799	13.43239	17.238215	19.704899	19.885156	21.19337
SIM1	0.0261407	0.021993	0.026753	0.0710468	0.0511879	0
SIM2	0.1076209	0.0840155	0.229959	0.1511563	0.244438	0.2434
SIMC1	4.13723	3.28508	6.51847	4.16769	6.09451	7.57792
SIN3A	7.529310136	4.3091010140752	8.922755	6.5355642354	11.18704	11.1348600635324
SIN3B	2.07793	1.47667	2.2304	1.71366	2.0744	3.2255
SIPA1	13.46786	10.23154	14.1584	9.46549	14.28823	10.96029
SIPA1L1	2.40753	2.72004	4.04942	3.71638	4.29478	4.8952
SIPA1L2	0.127122	0.0668456	0.0488085	0.183586	0.0778173	0.247848
SIPA1L3	0.977739	1.09322	1.39642	0.795681	1.68864	1.50491
SIRPA	0.108116	0	0.138305	0.1301673	0.135366	0.290357
SIRPB1	0.1857494	0.186173	0.0489403	0.203223	0.618478	0.863215
SIRPB2	0.353644	0.409282	0.598271	0.638432	0.786791	1.00488
SIRPD	0	0	0.150896	0.100447	0.144491	0
SIRPG	4.19544	5.16313	1.719945	6.63515	2.004983	12.58969
SIRT1	1.139494	0.870893	1.319038	0.825848	1.676559	1.850176
SIRT2	45.89436	35.18287	66.49454	41.96398	73.49227	43.82974
SIRT3	6.42073	6.39289	5.99317	6.730547	7.702079	10.44607
SIRT4	0.65502	0.236158	1.05039	0.253961	2.19359	0.730508
SIRT5	4.675116	2.177873	3.997497	3.78414	4.525918	3.26249000341668
SIRT6	10.1318	8.725956	7.8832	10.2491	11.34511	11.52
SIRT7	14.201	11.7347	14.1882	11.4414	13.0836	11.4513
SIT1	0.0913737	0.0768682	0.186507	0.248	0.0892569	0
SIVA1	239.019336	238.906	243.587935	277.63997	197.20399	266.395
SIX1	0.0790294	0.0997329	0.121251	0.107365	0.348029	0.308262
SIX2	0	0.126	0.15312	0.135614	0.0488373	0.097377
SIX3	1.14003	0.959118	0.778978	0.487551	1.03621	1.40758
SIX4	0.592998	0.492242	1.18941	0.739885	1.51178	1.54508
SIX5	0.284075	0.159333	0.193774	0.214441	0.185386	0.24621
SIX6	0.150265	0	0	0.0509971	0.146868	0
SKA1	13.91676	13.28479	16.67909	18.41672	19.78744	26.10541
SKA2	21.64912	19.03982	20.3493	19.61495	21.65042	23.70937
SKA3	7.95356	7.65813	11.92462	9.638895	12.7292	13.56287
SKAP1	81.122	61.0033	125.7128	92.6024	130.7223	90.7272
SKAP2	11.6289	8.28881	14.9261	10.2153	15.6676	12.2114
SKI	1.01447	0.899243	1.39097	0.714038	2.14675	0.953664
SKIDA1	0.188751	0.184691	0.516624	0.289237	0.334495	0.970584
SKIL	4.5668859446	2.462709610873	5.803661	4.12770411419	11.075549	11.93008692253
SKINTL	0	0	0	0.0993387	0.143048	0
SKIV2L	12.5789	10.3643	14.8901	10.0443	17.5749	21.3746
SKIV2L2	9.88786	10.3366	13.3946	11.3747	19.3974	25.2439
SKOR1	0.0407911	0.0343181	0.0834407	0.249368	0.199586	0.238668
SKP1	140.415277	132.326955	128.225828	148.400305	146.98565	160.834222
SKP1P2	0.28001	0.403071	0.919162	0.842982	1.2621	1.09141
SKP2	7.43423	9.65004	8.47361	8.827536	7.9674	12.85599
SLA	46.84993	34.49176	47.30637	36.3993	59.63164	82.7556
SLA2	83.3791	65.8051	84.4271	72.3213	80.8527	99.6278
SLAIN1	0.64889200107857	0.5550087249688	1.385012	0.854608	0.6925710317115	2.213194
SLAIN2	2.57687	2.09576	1.77641	2.56846	3.76882	3.14849
SLAMF1	0.810086	2.72609	0.386434	4.80422	1.26778	5.26736
SLAMF6	8.3683	6.543971	17.49092	7.2574900370885	23.296613	19.87797
SLAMF7	102.104	97.1478	137.886	111.781	138.643	150.155
SLAMF8	0.776715	0.29172	0.299189	0.140341	0.648336	0
SLAMF9	0	0	0.166692	0.133652	0	0
SLBP	28.3189	35.0702	28.224	28.7324	36.7963	36.3373
SLC10A1	0.538574	0.623001	1.30677	1.32539	2.30363	2.75825
SLC10A2	0.0553765	0.0698849	0.141674	0.0188126	0.0542153	0
SLC10A3	14.413302	13.499	17.17287	17.05315	15.60917	13.3649
SLC10A4	0	0	0	0.069034	0.0497202	0
SLC10A5	0.0851364	0.214865	0	0	0.249547	0.166141
SLC10A6	0	0	0	0.0499948	0	0.14371
SLC10A7	2.042977	1.500472	2.231701	1.601025	2.866442	3.09562
SLC11A1	0.488613	0.22838	1.66679	1.01441	0.531528	0.42346
SLC11A2	5.56766001602242	5.03556067521872	6.023044	4.22756002342613	6.1811410008392	8.20173894871
SLC12A1	0.0661928	0.01856346	0.022585	0.0299864	0.0216058	0.344176
SLC12A2	2.14714302	1.5803100335144	1.75337090311	2.016571058531	2.36757974903739	3.0011803868
SLC12A3	0.078798786	0.131169974	0.2665267	0.195592	0.26192753	0.40638492
SLC12A4	2.7368910841	2.71575724839	4.2416108920437	3.27799502133	3.93969512483	2.99404412106
SLC12A5	0.06836291	0.02875663	0.192489	0.0929246	0.117178	0.1999292
SLC12A6	4.04930593	3.1716946	4.644183342275	3.57925322861856	5.7750378665	6.336720847
SLC12A7	5.15506	2.95715	0.659661	0.106157	3.51859	3.16005
SLC12A8	5.11225000088556	7.1237400545791	3.154469	4.5729800208961	1.9962800274021	4.44091000358811
SLC12A9	1.627881	1.870274	2.040659	1.171069	1.205562	3.00804
SLC13A1	0.27277	0.185986	0.455095	0.485149	0.63842	0.752152
SLC13A2	0.136113	0	0.231978	0	0	0.176988
SLC13A3	0.134069	0.0226975431	0.1104366109	0.0546562	0	0.0526070312
SLC13A4	0.182775	0.123017	0.448734	0.471815	0.500881	0.570322
SLC13A5	0.0335225	0	0.205781	0.18219	0.295315	0.196121
SLC14A1	1.55564	1.062047	1.92707	1.065482	2.1264730003711	2.87785
SLC14A2	1.3894	1.09886	2.65548	1.72565	3.86938	4.04957
SLC15A1	1.0511	0.44503	1.55001	0.889808	1.77514	1.8205
SLC15A2	0.443495000210811	0.2284870040508	0.80207	0.49151800529764	0.872151026809	0.973564
SLC15A3	0.0556111	0.0467853	0.520145	0.113287	0.217565	0.542405
SLC15A4	7.82773	4.41171	15.0034	6.0917	30.6803	12.5241
SLC15A5	0	0	0	0	0.0354061	0
