Coculture_t24h_Donor1_IL-15-1ng-mL	Coculture_t24h_Donor1_IL-15-1nM	Coculture_t24h_Donor1_IL-15-Monalizumab	Coculture_t24h_Donor1_Mabkine	Coculture_t24h_Donor1_Monalizumab	Coculture_t24h_Donor2_IL-15-1ng-mL	Coculture_t24h_Donor2_IL-15-1nM	Coculture_t24h_Donor2_IL-15-Monalizumab	Coculture_t24h_Donor2_Mabkine	Coculture_t24h_Donor2_Monalizumab	Coculture_t24h_Donor3_IL-15-1ng-mL	Coculture_t24h_Donor3_IL-15-1nM	Coculture_t24h_Donor3_IL-15-Monalizumab	Coculture_t24h_Donor3_Mabkine	Coculture_t24h_Donor3_Monalizumab
TMEM219	172.2689	57.1603	72.7056	72.5111	87.8785	95.402	52.3954	53.5938	66.5625	94.1947	117.8081	77.057	77.5156	95.3657	133.2374
TMEM220	1.14843	0.360604	0.57507	0.899952	1.19516	0.46182	0.631835	0.283899	0.412951	0.826797	1.01173	0.50536	0.457787	0.692346	1.1496
TMEM220-AS1	0	0.595918	0.259223	0	1.95516	0.362194	0.3322	0.345541	0	0	2.015199	0.213638	0.225824	0.193116	0.258592
TMEM221	0	0	0	0	0	0.180995	0.0478698	0.0877141	0.083428	0.403469	0.276821	0.162118	0.402774	0.0841085	0.321625
TMEM222	55.9832567	33.581387	39.92286	49.597788	27.702604	32.56692	35.693454	40.8583037	45.033053	37.39372	32.69098	38.67239	42.8358835	47.550643	34.7087814
TMEM223	47.9105	48.7338	52.337	61.7505	32.6932	34.3335	40.4113	36.0741	42.055	28.5978	33.0841	38.3868	37.7731	51.152	28.0385
TMEM225	0.228029	0	0	0	0.186585	0.168344	0	0.0812096	0	0.12489	0	0	0.106705	0	0
TMEM229A	0	0.167302	1.07958	0.0272152	0.44636	0.268774	0	0.0326084	0.0310045	0.0999052	0	0	0.0427618	0.0312605	0
TMEM229B	3.24434	2.19849	4.24435	3.37283	3.6619	4.75585	3.5468	3.9597	4.18381	3.35288	4.51607	4.8268	4.66313	4.73896	5.31669
TMEM230	64.322954	35.95917	24.35638868	30.587480184664	35.197504	44.12939	36.91231	31.7592022957	35.55616	41.259269	45.55975	31.3038	33.6763100311487	29.51095	30.63127
TMEM231	2.34656773	1.53468494	0.927489	1.2517310444107	1.56974297	1.25536533	1.58216	0.94459436	1.10957367	2.14327189	0.83660289	0.7841463	0.80754839	0.777279729	1.09793714
TMEM232	0.216992	0.0441646	0.0589792	0.0215643	0	0.159568	0.0281533	0	0	0.0395532	0.108544	0	0.0338685	0	0.113358
TMEM233	0.0510717	0	0.0624016	0	0.125058	0	0	0	0.0519878	0	0.230132	0	0	0.0524068	0
TMEM234	12.9832	5.3806	4.90511	4.74933	5.88159	5.99113	3.97848	4.87115	4.24543	7.49199	8.19061	2.74919	4.5565	4.99166	6.57796
TMEM235	0	0	0.114651	0	0.152761	0.152086	0.0402339	0	0.105222	0.0565211	0.218602	0.0454393	0.193506	0.0353622	0.108079
TMEM236	3.2635802	2.087971	1.320848	1.714467	2.40755	3.33037	1.40099	1.3987492667	1.29977430024	2.586857919	3.45091	1.800884	1.6787731385	1.557385	2.78221
TMEM237	2.45549	1.899871	1.60535	2.80575	1.84778	1.520550949	1.465073	1.055196	1.47447	1.097871	0.439355	1.381745	1.33015	1.154673	0.893187
TMEM238	1.37731	1.00968	0.33545	1.46511	0	1.83824	0.484499	1.46619	1.25927	1.13376	0	0.905789	0.77261	0.845503	1.09263
TMEM239	0	0	0.156422	0	0	0	0.15051	0.273548	0	0	0	0	0.180112	0.131414	0
TMEM240	0.0745535	0.273192	0	0	0.182984	0	0.0872202	0	0.0758493	0.244983	0.504309	0.0982366	0	0	0.352441
TMEM241	8.05526	3.38913	3.9717	4.37775	4.73448	4.81901	4.99581	2.44615	3.62145	4.69471	4.03361	2.50974	4.22059	3.48369	5.07165
TMEM242	6.89359	3.86824	3.396	3.69934	2.72357	2.19484	2.90532	2.39329	3.11968	3.48828	4.24309	3.04659	2.54304	2.85146	3.68438
TMEM243	23.2846	10.137	16.1676	12.3252	13.7213	22.2213	14.2245	15.6405	21.239	15.3067	22.3054	17.7946	19.0522	20.7639	19.5184
TMEM244	0.528275	0.322751	0	0	0	0.785388	0.206798	0	0	0	0	0	0	0	0
TMEM245	7.972	2.97207	3.17777	3.23826	4.1391	6.29269	3.05864	2.7375	3.1146	7.10799	6.74499	2.51526	2.99064	3.0967	9.21014
TMEM246	0	0.0689747	0	0	0	0.0831494	0	0	0	0	0.25438	0.149007	0	0	0
TMEM247	0	0	0	0	0	0	0	0.141912	0	0.219365	0	0.175304	0	0	0.634002
TMEM248	11.6513	9.02512	9.67496	7.5598	6.06886	7.73048	8.43714	6.19904	7.8733	10.0772	10.0897	8.20716	8.35609	7.45323	10.1051
TMEM249	0.0977043	0.358062	2.144951	0.260645	1.44201	1.73399	1.14404	0.83402	0.496746	1.445763	0.9788651	0.456292	0.852931	0.800841	2.00632
TMEM25	6.14437	1.093392	1.514984	2.60928860360696	2.562487	3.344376	1.106931	1.125983244	1.335633	3.537435	5.22152	1.481622	0.844695	2.3218970262975	5.49777
TMEM251	4.24524	5.45031	3.53344	8.82581	5.56747	3.97533	2.268083	2.638591	2.749793	3.87727	2.889314	3.786298	4.76613	2.363493	5.444848
TMEM252	0	0	0.0807771	0	0	0	0	0	0.134625	0	0	0	0	0	0
TMEM253	0	0.193407	0.0644911	0.0471047	0.129276	0.700212	0.0617032	0.056469	0	0.346679	0	0.208799	0.0741234	0.108324	0.497898
TMEM254	5.403489	3.15039	4.73845855	5.0331306587	4.367568	5.561469196402	2.965163	2.578209	2.988039	6.513261641	5.669192	2.696868	3.90859	3.428859	4.963723
TMEM254-AS1	2.1771224632075	0.552562	0.649996	0.139712	1.321492945	0.915342	0.606493	0.33996533	0.184021	0.990047	0.983654	0.492964341	0.357924	0.328233	0.655327
TMEM255A	0	0	0	0.0216984	0	0.14511	0.078491	0.0480237	0	0.2388	0	0	0	0	0
TMEM255B	0.163264	0	0	0	0.200498	0	0	0	0	0.2683	0.184107	0.107541	0	0.083682	0.257467
TMEM256	143.469	82.1723	79.0651	72.0033	104.646	122.335	64.8006	67.8065	91.8438	115.827	93.4709	71.9774	76.8186	81.178	94.6582
TMEM257	0	0	0	0	0	0.140838	0	0	0	0	0	0	0	0	0
TMEM258	427.656	360.937	395.25	455.439	323.583	283.165	310.961	310.449	320.25	274.747	249.428	316.05	343.419	326.661	251.046
TMEM259	47.2631	40.4246	48.8732	46.2986	33.9111	41.4086	38.5742	42.0766	42.67292	56.46266	55.3836	45.3863	44.30025	62.8382	56.417
TMEM26	0	0.0269271	0	0.0394742	0	0	0	0	0	0.0482195	0.165402	0	0.0206528	0.0151029	0.0920633
TMEM27	0	0	0.0621873	0	0	0.225018	0	0.0544534	0	0	0	0	0	0.104453	0
TMEM30A	12.0145	6.13014000120852	5.81423	5.788629	7.47276000214615	8.70715	7.16894	5.137554	7.36431	9.52346	8.6988	5.755371	4.91316	4.292501	5.884042
TMEM30B	0.0860046	0	0.273205	0.0931637	0.0422809	0.382475	0.0401032	0.0735419	0.0882871	0.102358	0.180476	0.157981	0.0973281	0.173424	0.0541671
TMEM30C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM31	0	0	0	0	0	0	0.142815	0.129835	0	0.400994	0	0	0.170927	0.12474	0
TMEM33	9.98773	8.11712	7.38908	9.17848	8.30094	8.89358	7.52506	5.51733	7.30075	8.93562	9.16532	5.94557	6.74151	6.04689	8.92657
TMEM35	0.0772316	0	0.0932287	0.0369762	0.0942163	0.168696	0	0.0546497	0.0396899	0	0.171438	0.101464	0.053399	0	0.0642694
TMEM37	0	0	0	0	0	0.104628	0.0553311	0	0	0	0	0.0624351	0	0.0971747	0.0743847
TMEM38A	9.64008	2.95582	2.9242	4.17444	4.80846	8.23905	2.89038	2.08714	2.91674	7.94842	8.7411	4.36921	3.60406	2.43779	9.22438
TMEM38B	0.627389	0.634056	1.48196	1.68375	0.686661	1.5747	1.49032	1.4374	1.27816	0.780747	0.389553	0.856577	1.06369	1.06661	0.305069
TMEM39A	5.903473	3.31249	1.83442	2.794223	2.22514	2.28312	2.251564	2.242603	1.941707	1.49566	3.33911	2.688016	1.774461	2.597829	3.29138
TMEM39B	18.8261	13.1231	11.7448	12.5603	9.51224	10.326	9.34072	12.9035	10.8954	11.6154	7.47747	9.56323	12.2688	10.6702	12.897
TMEM40	3.01352	1.94003	1.78817	0.890804	1.6301	2.43967	0.894876	0.800321	1.03746	2.12276	1.8842	1.06923	0.98697	0.858727	2.08857
TMEM41A	10.6982	8.27801	6.8595	10.5183	6.59468	7.8004	8.1781	7.35141	8.16326	6.87041	7.26259	6.8695	6.52305	7.04603	7.37715
TMEM41B	9.882434	4.61315	5.412576	4.48252	5.940417	5.255782	3.128717	2.875894	2.44273	5.62418	8.041551	4.085026	3.814631	3.58538	6.050326
TMEM42	20.8183	6.2472	2.45334	4.46845	7.30476	7.94535	2.96745	3.92049	2.93423	5.02921	10.8463	2.76358	4.78572	4.21127	13.1055
TMEM43	37.467	12.2104	10.5434	12.8092	12.2359	20.9411	8.45439	7.61086	11.2619	15.4601	26.6457	7.46251	9.49314	11.0724	30.1846
TMEM44	8.770092	1.66102901222	1.422899	2.236	2.15094214638	2.48083	1.66045	1.20562	1.605069123185	2.0522300118396	1.83039000250931	1.974042	1.27364250981	1.852719	2.451599
TMEM44-AS1	7.072917	1.29377	2.04697	1.03183	6.61088	4.154921	1.585127	1.276837	1.78802	4.3737020898	5.209224	2.041955	2.22805	2.381956	5.45164
TMEM45A	0.256956	0.0941488	0.125582	0.0458656	0.251688	0.113608	0.120141	0	0.104625	0.0843772	0	0	0	0.105468	0.0807791
TMEM45B	1.8651	0.451976	0.913311	0.873044	0.554857	1.67027	0.786761	0.764759	0.215094	1.61272	2.10752	0.812007	0.563257	0.829246	0.855399
TMEM47	0	0.0344738	0.0230241	0	0	0	0	0	0	0	0	0.024841	0	0.0386654	0
TMEM48	3.886	4.7623042594	4.872328	4.16494	3.37827	2.73184	4.80893	3.27193026	3.41399185204	2.683845	1.708046	3.052868678	3.2269945337	2.604580557883	1.402321
TMEM5	8.30994	7.56097	5.99557	9.15541	6.69484	6.53658	7.82414	5.18986	5.33597	5.67802	5.40399	4.33828	3.994	6.46592	4.82381
TMEM50A	62.9425	37.0858	21.7622	37.7039	40.7701	37.4211	27.378	25.3542	33.3111	40.245	43.1385	28.3671	36.1166	33.1665	39.7558
TMEM50B	8.8549	5.47943	4.22759	5.94083	5.819946	6.567442	4.8809	3.85721	5.62622	5.93268	8.43162	7.1794	7.55362	5.53967	5.67919
TMEM51	0.0813527	0.07283250504879	0	0.0369618	0.10123300144416	0	0.060435000746626	0.22148900779982	0.0421338	0.25803100415047	0.09320450308275	0.27291400140274	0	0	0.07583410154517
TMEM51-AS1	0.258919	0.0790425	0.0924153	0.0772742	0.184181	0.0951047	0.110843	0.011568	0.0549605	0.106148	0.194188	0.0712152	0.0909432	0.0554248	0.135068
TMEM52	0	0.650745	0.866611	0.0790082	0.21823	0.196835	0.519642	0.473975	0.903012	0.291882	0	0.116942	0.124624	0.272988	0.140127
TMEM52B	0.738551	0.37401	0.515018	0.634598	0.491542	0.498102	0.325424	0.212448	0.316783	0.702154	0.70605	0.384053	0.31664	0.325879	0.947819
TMEM53	20.0026	4.94783	4.16451	5.89437	14.121	12.9053	8.55844	7.29362	5.03798	15.1414	12.9422	6.22476	5.96834	6.62818	15.4598
TMEM54	0	0	0.103972	0	0	0	0	0.454948	0	0	0.576577	0	0	0.174672	0.268845
TMEM55A	0.259694	0.594649	0.357225	0	0.476046	0.573271	0.189586	0	0	0.585941	0.292366	0.128486	0.319168	0.0333306	0.560128
TMEM55B	13.0969	6.22083	7.02713	6.03911	8.0808368368	10.0787	5.12606389967	3.38146	4.4918	7.62925	10.94367	5.10011198005	5.234947	5.21033	5.92789
TMEM56	0.749478	0.292718	0.225562	0.418287	0.611679	0.4995704	0.261836	0.19447	0.147474	0.4046836	0.445628	0.171922	0.177635	0.2587192	0.4777
TMEM56-RWDD3	0.882927	0.126728	0	0	0.541002	0	0.268645	0.0950518	0.153305	0.792983	0.639255	0	0.356144	0	0.2835
TMEM57	5.11971	2.13136	3.08413	2.34246	3.64498	3.59245	2.35465	2.14081	1.93601	4.70785	4.80108	2.43165	2.91504	2.72911	5.43759
TMEM59	135.946	52.776	40.8997	57.4911	86.76	69.802	52.3179	41.2055	54.7262	88.5589	88.1204	54.4423	55.5951	45.2176	104.648
TMEM59L	0.049499	0	0.0604837	0.13255	0.121188	0	0.0578546	0	0	0.0812659	0	0	0.0695114	0.152387	0.233367
TMEM60	23.138	11.2336	5.0649	10.4624	14.3521	14.0387	7.29451	8.12352	7.94283	14.4696	11.38	10.1552	10.5445	5.77445	11.8719
TMEM61	0	0	0	0	0.186778	0.337036	0.267061	0	0	0.125018	0.514714	0.300761	0	0	0.119918
TMEM62	3.30144	2.25505	2.18981	3.27714	2.52905	1.97571	2.09119	1.55854	1.76672	2.1116	2.83442	2.54738	2.98683	2.38471	3.29001
TMEM63A	1.99896	1.12663	2.29931	1.36077	1.66779	2.44865	0.89752	0.933993	1.27059	2.01762	2.03782	1.05994	1.32012	1.56207	3.18397
TMEM63B	0.86599	0.572832	0.941521	0.731519	0.411219	0.689885	0.505603	0.695924	0.661558	0.828723	1.29955	0.539676	0.574453	0.518826	0.753998
TMEM63C	0.0140124	0.102666	0.0342912	0.0250856	0.0341858	0.0617787	0	0.0150225	0.0142761	0.0689421	0.126125	0.0924893	0	0.057585	0.0658106
TMEM64	0.9619899	1.93327	1.0408274	1.1843	1.76817	0.694611000935967	1.23205	0.92887518	1.059210270917	0.641401	1.210148	1.53878	1.5049	1.188504	0.790985
TMEM65	1.29076	0.291491	0.0865284	0.142403	0.733603	0.272919	0.144492	0.0379047	0.288204	0.290014	0.596889	0.0466778	0.19872	0.0544912	0.304612
TMEM66	139.234	57.8594	41.829	53.7168	115.832	138.376	60.7422	38.5572	61.6349	135.922	161.961	54.5654	58.4349	53.3257	199.34
TMEM67	1.624339424	0.662373	0.907313	0.740403	0.706787	1.115263	0.500823	0.482211	0.754845	1.034118	1.182927	0.545672258	0.47631	0.6177138	0.705084
TMEM68	3.23589	3.26837	2.13057	2.42473	2.49925	3.25235	2.49381	2.30839	2.58513	2.77664	2.42932	1.90038	2.04874	2.13358	1.64395
TMEM69	19.8892	9.56237	5.03408	11.9122	7.40233	8.62588	6.61571	6.75852	8.66807	8.48046	9.40903	7.53368	6.63495	7.32832	8.55305
TMEM70	14.591707	10.469642	9.39043	11.72799	8.464938	8.25245	9.29823	8.55248	7.860825	7.377927	6.57972	7.11456	9.305295	8.042368	6.087096
TMEM71	7.86936	1.558861	1.57138	0.607995	6.80515	4.71836	0.805295	0.4902625	0.833954	5.47099	8.27905	1.218613	0.887368	0.349302	8.64929
TMEM72	0	0	0	0	0.189131	0	0.0901367	0	0.0783737	0.126585	0.347444	0	0	0	0.12143
TMEM72-AS1	0.48909	0.341296	0.284873	0.0624961	0.568723	0.667899	0.108779	0.299472	0.0711692	0.308553	0.366969	0.245892	0.130867	0.191365	0.515301
TMEM74	0	0.345225	0	0	0.092169	0.166469	0	0	0	0	0	0	0.211746	0	0
TMEM74B	0.834555	0	0.05666	0	0	0	0.0541842	0.0992347	0.0944019	0.456672	0.104443	0.12229	0.0651116	0.190334	0.0728378
TMEM79	7.2108417819	4.1912184	4.27171000100929	3.7279900887784	4.0010639522	3.705058823	2.58944000050187	4.20052	6.35847786	3.7963143214	4.8348081	2.04166	2.07629	3.87122	5.964770143697
TMEM80	34.6934000008187	8.8311	13.600327	10.38930768	20.751012	22.44953	6.10472	6.06595	11.0579	18.72125	22.72083	7.61544600412033	6.712741183048	9.156046	26.655557
TMEM81	4.35024	1.01028	1.49668	1.20209	1.05129	0.948848	0.573163	0.458612	0.187066	2.31445	0.414277	0.0807674	0.430152	0.942775	0.385646
TMEM82	0.0648727	0.118854	0.0792219	0.173508	0.31814	0.143557	0.0758672	0	0	0	0.292455	0.256517	0.182167	0.0665384	0.204237
TMEM86A	0.36363	0	0.0523306	0	0.156669	0.0471788	0.0749232	0.0687677	0.0435775	0.280703	0.288866	0.0564613	0.0901451	0	0.10054
TMEM86B	12.0977	9.58151	9.44886	10.7208	10.6851	11.6575	9.88576	6.23022	4.72279	9.48166	10.1424	7.97743	7.53675	5.78801	12.8596
TMEM87A	26.0905	14.86377	13.01327	13.8611	16.38985	13.91933	13.71334	12.73966	13.63479	17.11146	14.37558	12.46664	14.33607	12.18957	18.04508
TMEM87B	3.25603	1.25139	1.63628	1.87355	1.41858	3.26853	1.64583	1.38691	1.34763	2.86073	3.79431	1.80372	2.65479	1.61284	3.02675
TMEM88	2.46871	1.08567	0.602162	0.439014	1.21464	0	1.27194	0.632161	0.502041	0	1.55986	0.130021	0.831349	0.505856	0.311997
TMEM88B	0.201404	0	0	0	0	0	0.236745	0	0	0	0	0	0	0	0
TMEM89	0.624628	0.763186	0	1.2854	0.517031	0	0.244709	0.441648	0	0	0.471536	0.273405	0.583593	0	0
TMEM8A	20.4391	6.40614	9.5809	8.18723	10.941	11.9166	7.13957	6.10441	10.5808	11.13	11.4066	7.24151	8.03132	9.61516	13.8127
TMEM8B	3.29102	1.092362	1.579463	0.821955	1.601082	1.222537	0.720011	0.572498	0.367981	3.84239	1.21161	0.588242	0.950784	0.1132056	3.20516
TMEM8C	0.213439	0.195578	0	0	0.262771	0.236908	0.125015	0.227651	0	0.175528	0	0	0.299482	0.109321	0
TMEM9	11.4537	7.09024	9.13759	6.02086	8.19716	7.39998	4.09603	3.63683	6.7078	9.78936	11.666	5.93061	7.19734	6.97644	15.2921
TMEM91	34.13457	8.422753	13.50924	8.345829	17.744988	17.859930493001	7.38837	5.8674080283945	9.571384	35.35638	20.0986	5.0461171	3.859431	6.3728242	21.52403
TMEM92	0.480843	0.20811	0.273829	0.2539991	0.346252	0.4331825	0.22881	0.0299833	0.1430106	0.139009	0.19058	0.221595	0.235891	0.143712	0.438834
TMEM95	0.850072	0.389367	0.259465	0.0631258	0.173803	0.156831	0.0828635	0.0757072	0	0.349129	0.159708	0.0933531	0	0.072644	0.446331
TMEM97	11.58	22.6162	21.5664	21.6201	12.4767	9.04042	17.1307	15.1467	20.166	10.4911	4.35503	14.9424	18.0995	15.9485	5.86801
TMEM98	0.13918	0	0.0566955	0	0.227097	0.512602	2.06992017	2.482423	1.658609	0.290755	0	0.3671	0.0621887	0.0476133	0
TMEM99	3.394603	1.25691	2.98225183914	1.56654	2.88977	2.35707	2.451619	2.002624	3.108863	2.880825	1.379103701	2.01131	2.03439	2.03482	2.994726
TMEM9B	32.8871	24.2156	17.2091	18.8601	21.0104	22.684	20.3842	19.1539	22.5213	25.8001	19.8506	21.5666	20.9239	18.5082	26.6864
TMEM9B-AS1	2.48402	0.438066	0.972685	1.36081	1.36994	2.39945	1.58533	1.03709	1.06464	3.82191	2.33649	0.859544	1.02549	0.837043	2.30148
TMF1	15.1852	6.27852	6.48788	6.33216	8.36215	8.91749	5.80475	4.6751	6.09728	8.29101	9.28683	5.41449	6.59919	5.70047	7.43828
TMIE	0.0851959	0.0780364	0	0.114133	0.416881	0.0941064	0	0	0	0.0699214	0	0.112369	0.0598253	0.0874472	0.133788
TMIGD1	0.549857	0	0.0839224	0	0.168598	0.152142	0.160785	0	0.0699363	0	0.46484	0	0	0.070488	0
TMIGD2	22.29962	5.59509	5.302585	6.30471	11.36438	21.56994	6.806308	5.4207	6.91377	12.45385	48.3514	13.50796	17.57174	12.32626	42.3921
TMLHE	7.85263	1.010282	1.122509	2.029328	1.434626	1.824908	0.931389	0.5319553	1.382123	1.20754	1.81656	1.534579	0.774273	0.96802	2.121048
TMLHE-AS1	0.328254	0	0.286528	0.0418664	0	0	0.0548038	0.1003646	0.0954784	0.1539642	0.316912	0	0.263418	0.1443776	0.147347
TMOD1	0.591794	0.551063	0.668855	0.494265	1.30195	0.486061	0.469845	0.378584	0.267436	0.7064	0.488038	0.158259	0.144797	0	0.449734
TMOD2	0.86555037995	0.592406280586	0.435425436588	0.26202113822	1.13734	1.17625	0.44847	0.481242	0.56770275	0.99915072128	0.938139	0.49611843731	0.597066	0.561155000180096	0.7460583807
TMOD3	15.9832	10.921	9.6678	8.72468	11.2471	12.9912	9.92425	7.60793	10.1255	11.8473	11.0366	8.84563	9.95812	9.5163	11.2967
TMOD4	1.54653	0.227343	0.905493	0.330569	0.763565	0.683438	0.650209	0.132123	0.440129	0.710295	0.835491	0.407205	0.520492	0.44363	2.62501
TMPO	65.53466	54.0015	49.68872	50.94807	53.01595	37.31825	46.08803	39.99941	45.4139	45.47175	27.57418	46.99402	44.20243	45.90246	25.93092
TMPO-AS1	2.79856	1.31186	1.76434	3.47026	3.17519	2.48079	2.24735	2.57225	1.46831	1.29162	2.04392	2.11334	3.07379	3.29957	1.44523
TMPPE	0.799171	0.633921	0.875998	0.297871	1.300867	0.890396	1.166397	0.572697	1.130628	1.254985	0.519258	0.732447	1.32347109164	0.592829	0.695681
TMPRSS11A	0.16116853	0	0.11824043	0.1440598	0.15756153	0.42692441	0.037649978	0	0	0.15867584	0	0.12758454	0	0.066193816	0.25280352
TMPRSS11B	3.21546	1.1614	1.44229	1.3895	1.75426	2.03534	1.22761	0.727155	1.26208	1.93644	3.6069	1.06383	1.2727	1.72261	2.29529
TMPRSS11BNL	1.23743	0.485036	0.455226	0.508845	0.837659	0.796994	0.292542	0.283248	0.240454	0.637595	0.836904	0.508391	0.102142	0.229215	0.506336
TMPRSS11D	0	0	0	0.124377	0.0679658	0	0.0324902	0.0298031	0	0.045645	0.0626314	0	0	0	0.130855
TMPRSS11E	0.147088	0	0	0.0328563	0.179829	0.0812005	0	0.0393732	0	0	0.0828088	0	0	0.0755021	0.115418
TMPRSS11F	0.0378837	0	0.138935	0.135386	0.092643	0.167324	0	0	0.0771501	0.0621745	0	0	0	0.0388908	0
TMPRSS11GP	0	0	0	0.594751	0.850303	0	0	0	0	0	0	0	0	0	0.55199
TMPRSS12	0	0	0	0.197547	0	0	0	0	0.0563412	0.181788	0.124732	0	0	0	0
TMPRSS13	1.112539	0.80934	0.28159	0.5437694	1.164249	2.285134	0.367353	0.393967	0.210957	1.261596	0.981538	0.0914228	0.1458312	0.2355267	0.397023
TMPRSS15	0.174261	0.0709337	0.0473737	0	0.0472629	0.0854	0	0	0.0197242	0.222318	0.0871552	0.0766683	0	0	0.0606595
TMPRSS2	0.120081141245	0	0.0293748273848	0.0429607166051	0.058649852237	0.105963153599	0.0280434648091	0	0	0.078797819428	0.054060151842	0.0633882771749	0	0.0493318426452	0.037638526158
TMPRSS3	1.05169	0.34533	0.472596	0.27801	0.387629	0.788515	0.671418	0.325888	0.842819	0.963544	0.52692	0.652218	0.676776	0.611999	0.922321
TMPRSS4	0	0	0	0.0201173	0.0549133	0.148824	0.0525185	0.0240994	0	0.14297233	0.050621	0.207765	0.063185	0.0230991	0.37559799
TMPRSS4-AS1	3.44225	0.52483	0.69537	1.50933	0	1.28594	0.337413	0	0.872346	1.89767	1.95381	1.12749	2.41009	0.877002	0.925467
TMPRSS5	0.602937	0.649708	0.910583	0.0950799	0.606984	0.234931	0.165728	0.265848	0.108348	0.291019	0.638928	0.701838	0.298888	0.582602	0.166958
TMPRSS6	0.820013	0.088358	0.530986	0.798138	0.412294	0.319241	0.309787	0.775264	0.196528	0.435227	0.434316	0.445598	0.304916	0.297245	0.415784
TMPRSS7	0.16288	0.115267	0.273311	0.140091	0.0765701	0.27595	0.0367803	0.0697305	0.0641603	0.161826	0.216661	0.0409259	0.0436179	0.166863	0.348324
TMPRSS9	0.0972179	0	0.118647	0.281816	0.236447	0.374375	0.0566369	0.259588	0.0493452	0.278987	0.382052	0.351373	0.136111	0.124464	0.1143
TMSB10	11140.2	14430.7	16309.2	12535.9	14734.5	14178.6	15559.1	17895.1	15121.4	14536.6	12875.8	19146.5	20105.1	19146	11152.6
TMSB15A	0.136712	0	0.332982	0.242399	0	0	0.641197	0.582229	0.555549	0.675203	0	0.53947	0.383454	0.419639	0
TMSB15B	13.9446	2.00442	1.99789	5.09037	5.73583	5.47407	3.68688	3.34782	3.74995	5.40162	4.32427	2.51753	1.72554	1.95832	2.16886
TMSB4X	26770.1	30152.1	27188.1	25470.9	39999.2	42801.2	34769.8	34061	31969.8	38880	47283.7	52597.7	51463.8	41599.5	43428.4
TMSB4Y	4.9877	2.28433	1.81676	1.71255	5.28288	3.81569	1.84968	1.84747	2.4411	3.14933	2.70103	2.08707	1.54902	1.27964	2.48673
TMTC1	0.41455345932	0.16518266122	0.1743631	0.184414	0.17386590608	0.408387	0.169983	0.0481372233	0.177712239	0.317589	0.24319763247	0.095001912063	0.19594912886	0.21002533815	0.328223
TMTC2	0.689747	0.0574281	0.23016	0.196422	0.153003	0.311049	0.201289	0.0840227	0.287467	0.308524	0.176384	0.35178	0.176184	0.338196	0.17182
TMTC3	2.35054	1.51168	0.485812	1.41243	1.45224	1.68069	1.21925	0.88497	1.05379	1.79878	1.80989	1.18615	1.15953	1.20224	1.96183
TMTC4	1.70859	0.752722	1.09675	0.741993	0.897678	0.674088	0.475795	0.58960700312641	0.396554	1.146903	0.596191	0.645441	1.39712	0.642943	0.677732
TMUB1	6.35638	9.96578	9.267399	10.483944	13.0334	8.38315	9.940173	9.371357	9.64113	11.659381	12.140042	15.127159	11.3279	16.648967	9.055923
TMUB2	30.845	12.61916	12.38786	18.33807	19.09176	20.09808	11.41443	8.35557	14.72508	20.86246	20.39071	10.80944	13.06287	16.22609	23.87418
TMX1	13.2114	13.2527	8.30748	11.1274	10.0488	12.2438	12.8114	7.52247	9.66946	11.1639	10.7306	8.28882	9.81866	9.15712	7.99033
TMX2	59.0554	36.8984900456047	36.24169	48.708391	23.18423960134	25.47817	35.10411	30.48232952865	34.69194	30.2329	24.42344	32.64905	28.4761600191284	31.27888508	22.67939
TMX2-CTNND1	0	0	0.22698	0	0	0	0	0	0	0	0.646195	0	0	0	0
TMX3	5.5218	3.13692	2.93737	2.20595	2.92915	3.63462	2.72779	1.64708	2.47845	2.7563	3.09754	2.8733	2.27102	1.5456	3.0325
TMX4	35.6204	10.8248	6.01427	16.1101	30.1786	20.9159	10.103	11.1368	14.1535	29.6321	26.1652	9.93043	11.6386	14.609	25.4795
TNC	0.87336	0.514765	0.421931	0.551271	0.706615	1.4679	0.863762	0.621012	0.687377	1.06034	1.3663	0.630437	0.569214	0.591268	1.40738
TNF	32.2045	61.1829	52.5886	71.8117	19.1532	18.874	84.5326	82.7078	102.823	17.7015	10.963	46.4963	55.4099	51.1663	6.5968
TNFAIP1	7.70114	2.57512	4.05059	4.63933	2.85047	3.57388	3.46941	2.15736	3.89689	3.16914	2.67392	2.2556	1.88911	2.69183	3.99347
TNFAIP2	0.786477	0.410982	0.417024	0.360466	1.50153	0.595489	0.553773	0.411568	0.465031	0.826042	0.639304	0.478723	0.533532	0.484484	0.898899
TNFAIP3	55.51100194585	18.9454	19.5095800002248	22.736270144119	42.3889	35.4748200025668	13.76372555466	10.1437743769	18.6555000403576	31.116000084698	35.5139000011632	13.4868100004132	14.5800500008171	19.2184900002876	44.391800143055
TNFAIP6	0.0569308	0	0	0	0	0.251813	0	0.182669	0	0	0.256583	0	0	0.0584078	0
TNFAIP8	22.91568	18.99241	23.31404	24.73224	15.58175	16.67579	34.90238	27.46582	35.7858	18.28343	15.30917	14.69127	14.05168	12.99974	8.425942
TNFAIP8L1	38.67145	10.96215	8.85027	11.52632	20.36096	22.96135	8.7205	8.77341	11.23582	26.20369	32.19535	10.10634	14.5941	14.38896	34.43435
